document,comment_id,comment,flausch
NDY-179,4064,emmmm ja So ungefähr seit das Bei mir auch 😂 😅,no
NDY-208,3057,habt ihr make up in der fresse ???,no
NDY-208,4326,ich brauche 10 - 15 minuten,no
NDY-179,4240,<b> bestes Lied . Geil gemacht weiter so </b>,yes
NDY-179,2037,"Du hast voll recht , ich habe die Jungs mal meega gemocht , als der Kanal neu war , doch heute seh ich nur wie sie mit ihren ganzen Macbooks und iPhones Videos machen und sich im Erfolg schwelgen . Dislike",no
NDY-186,4691,ey ihr seid so krass,yes
NDY-250,1988,"Ich find das so gut , ich hab mir im letzten Jahr mal aus dem gleichen Lifestylegrund ein paar richtig schöne Pyjamas gekauft ! Bin heute noch sehr glücklich mit meiner Entscheidung und freue mich , dass ich nicht alleine bin :D",no
NDY-208,6284,Also meine Brüder brauchen länger als ich im Bad ! 😂,no
NDY-208,9211,"Meine Routine : Aufstehen wegen meiner Mutter um 5. Im Bett liegen mit Klamotten und YT schauen bis 7:15 . Zähne Putzen , Haare kämmen . Ab geht es in die Schule . Als Mädchen . Also ich bin kein typisches Mädchen ! Ich zieh immer irgendwas an ! 😂 Und kein Make-up ! Und Duschen tuh ich mich nur jeden 2. Tag am Abend ! Und ich esse nie was am Morgen . Und ich brauche jeden Tag 3 Minuten im Bad pro Morgen . Diese Routinen passen nicht zu mir ! 😂 😃 💖",yes
NDY-186,4840,ich finde es super,yes
NDY-208,11998,ich brauche 1 - 2 Stunden,no
NDY-208,1458,Mein Bruder braucht länger im Bad als ich,no
NDY-247,245,"looooooool wie doof muss der mann sein beim ersten date zu zahlen niemals , du hast kein plan ^^ paar sachen sind ok aba dat weiss bzw sollte jeder selber wissen aba ne rose xD und bezahlen hahaha falle gleich vom stuhl . wieso kein rosa hemd ^^ kam immer sehr gut an :-P",no
NDY-003,1404,ihr seid bei galileo :P,no
NDY-208,2040,Lea Singer danke 😙,no
NDY-208,4508,Ich brauche nur 5 Minuten im bad,no
NDY-179,4350,"nice mein Akku hat gerade wirklich eine Meldung gemacht , dass ich das Ladekabel anschließen soll",no
NDY-250,2088,Bei c a gibs einteiler,no
NDY-020,261,was hast du denn an deinem bein gemacht ?,no
NDY-186,898,Parodirt mal ain't nobody,no
NDY-208,7088,"Also das mit dem aufstehen , dort wäre ich ich junge , mit fertig machen naja kommt drauf an und mit der Kleidung wieder das mächen , bei denn Haaren kommt drauf an ob ich Bock hab mich zu stylen xD Und frühstücken tuh ich fast nie . 😂",no
NDY-208,2241,Lina Eissa oder das Zähneputzen 😂,no
NDY-179,2123,Ich hasse zwar Hater ... ( du bist keiner ) aber wo du recht hast hast du recht,no
NDY-179,4638,Also wegen Text Inhalt,no
NDY-186,6900,Hallo ich bin Noah ich habe bis jetzt alle Videos gesehen von euch und ich bin ein großer Fan von euch !,yes
NDY-247,447,"ach neein , wie süß das ist ( : toll was jetzt aus dir geworden ist ( :",yes
NDY-208,8638,"Ich brauche eine EWIGKEIT bei meinen Haaren ( hab seeeeeeeeehr lange Haare ) , und da bin ich im Bad , außerdem brauch ich auch sonst viel Zeit im Bad . Aber nicht mit Schminken ! Bin erst 11 , daher Schminke ich mich nicht .",no
NDY-208,8237,1 Stunde,no
NDY-208,6825,bin auch so xd,no
NDY-247,1246,+ Melani0699 Msp kannst du ein neuen Account machen ?,no
NDY-186,4217,Ihr seid so süß und hübsch meine beste Freundin mag euch auch so Doll ein Ex-Kumpel aus meiner Klasse hat von euch erzählt seit dem gucke ich regelmäßig eure Viedeos 3,yes
NDY-208,3553,Die Lochis habe ich nicht diesen sonntag seit ihr bei the voice of kids im frenseher,no
NDY-179,3548,Von Por ti,no
NDY-003,2441,Schlecht,no
NDY-250,292,ich hab auch Nachthemte :),no
NDY-250,1831,am liebsten trage ich das t-shirt von meinem freund und trage dazu ne schlaf hose den 1 teiler gibt es bei primarkt kurze und auch lange,no
NDY-208,9326,10 - 15 minuten,no
NDY-247,347,Wer ein tutorial fürs erste date braucht tut mir echt leid ^^,no
NDY-179,3272,Also ich die beiden können gut singen die sind einfach der Hammer und die haben Talent ich finde diese Sache einfach Hammer,yes
NDY-247,601,Cute !,no
NDY-186,1854,#snapchatarmy @heikolochmann : jana . wylensek,no
NDY-186,2917,#snapchatArmy @heikolochmann @nady_loves_anna,no
NDY-247,1415,Ich gucke das 2017 habe das Video entdeckt wie anders er jetzt ist,no
NDY-020,415,"Nicht jede Frau arbeitet darauf hin auf ihr Äußeres reduziert zu werden . So wie ich Luna kennengelernt habe geht es ihr mehr um Gefühle , Freiheit und Leben , als Aussehen , Geld , und Erfolg .",no
NDY-179,2056,"+ Andrej ham wa doch alle . Schreibt richtige Videotitel und macht eine Parodie wenn ihr Parodie reinschreibt . Handelt sich nicht un eine Parodie und wie schiziphrenicblog schon erwähnt / gezeigt hat , kliclgeile Titel . Wobei ich ihnen die klickgeilen Titel gar nicht mal verübele , nur muss man sich dann nicht über negative Kritik wundern . Und ansonsten : ich Feier die beiden , weil ich einfach jeden feier , der sein Mula maket und keinen Fick auf andere Leute gibt . Das ändert aber nichts daran , dass dir Videos scheiße sind . Zumindest kann man sagen , und das ist nicht widerlegbar , dass es sich nicht um eine Parodie handelt .",no
NDY-250,1624,ich weiß nicht warum aber ich liebe die chipmunk version von dir ! hahahaha 3,yes
NDY-179,4224,Früher war das beste,no
NDY-186,6741,größer als DER Mount Everest !!!! Lernt mal richtiges deutsch,no
NDY-186,2608,+ Jessie 001 Und jetzt ?,no
NDY-250,1893,du siehst so unglaublich schön aus !!,yes
NDY-186,1026,War Heiko wirklich so müde,no
NDY-186,2313,Echt nice Parodie !,yes
NDY-020,1208,dafuq ?!,no
NDY-252,401,Super Video Idee ! Hab ich bis jetzt in der Form noch nicht gesehen :-),yes
NDY-208,11164,25 Minuten brauch ich ungefähr kommt halt drauf an wie lange das schminken dauert,no
NDY-208,749,Ich brauch im Bad so 10 - 15 minuten 😂 😅,no
NDY-208,10563,30 Sikunden,no
NDY-274,171,"Also deine Vorstellung hat mir sehr gut gefallen :) ... Also ICH mag Daniela katzenberger und ich habe mir auch jede Woche ihre Sendung angeschaut und wenn ich gerne lesen würde , dann würde ich mit sicherheit auch ihr Buch lesen .",yes
NDY-003,728,boah diese stimme * - * einfach nur zum kotzen - . - ehrlich,no
NDY-186,3629,Die Lochis ( THE BEST OF YOUTUBER ) Liebe euch,yes
NDY-247,1548,Mirivegan andmore ich 😂 😂,no
NDY-003,840,"Also ich finds super , wie ihr des gmacht habts ! wenns euch nicht taugt , schauts es ned an . ich find eure kommentare peinlich und nicht die zwei ! Ich finde , dass die zwei gut singen ! Macht weiter ! Hör mir eure Lieder immer wieder auf repeat an ;) Grüße aus Oberbayern",yes
NDY-179,2310,Lochis könnt ir über pahren willans happy,no
NDY-003,1081,ihr seid toll ;D besonders Heiko * - * müssen mal skypen :),yes
NDY-003,896,Der Songtext von Alexi Bexi ist falsch . Es heißt umgangssprachlich Mein Herz spielt verrückt !,no
NDY-179,4268,ich würde die so gern mal treffen aber ich weiß ganz genau sowas wird nie passieren,yes
NDY-208,5269,30 min,no
NDY-186,78,Roman du Lauchii :D,no
NDY-186,308,super coole Parodie Jungs 😂 😂 😂 😍 👍,yes
NDY-003,3127,* ------------ *,yes
NDY-003,2371,schrecklich - . -,no
NDY-247,313,dank dir hab ich jetzt n freund =D ♥ ♥ ♥,yes
NDY-274,271,Das perfekte Muttertagsgeschenk für Katzneberger-Fans ? Hier :,no
NDY-003,2184,"Kann das sein , dass diese Kinder versuchen Alex nachzumachen ? Gott ey , , , ,",no
NDY-020,1480,3,yes
NDY-208,11487,Brauche so etwa 30 - 45 Minuten im Bad ... ♥,no
NDY-208,9515,Ich brauche höchstens 15 minuten,no
NDY-179,155,Deswegen ist es gut sich ein 2 akkukabel zu kaufen ;D,no
NDY-208,11922,Meist 5 min,no
NDY-179,3572,Jo könnt ihr meinen komentar bitte auf YouTube verwenden : Macht doch einmal paint ~ ball Fight Jo : ☆ ☆,no
NDY-179,1750,Florida wihstiel,no
NDY-186,3399,+ Adrian Weidner ISSO !!!!!! DANKE !!!!,no
NDY-003,954,Ihr seid soo GeeeiiiL,yes
NDY-003,1040,"Leute hört dch auf zu sagen , dass sie schlecht sind ! Ihr seid nur neidisch , dass ihr das nicht könnt .",no
NDY-208,11405,Ich bin etwa 5 min im bad,no
NDY-179,3632,Ich hatte mal 3 - Monate kein Internet # Offline,no
NDY-186,3831,macht mal bitte eine Parodie von Flash mich nochmal von Mark Forster,no
NDY-208,12027,Team 5 minutes,no
NDY-208,1237,4minuten,no
NDY-247,1241,Du warst früher so schüchtern ! ♡ ♥,no
NDY-208,8650,1std bis 2std 😂 😂 😂 😂,no
NDY-208,10147,Ich brauche ungefähr 30 min im Bad,no
NDY-186,3369,cool,yes
NDY-020,1591,Beauty diamond star ★ Ich mag ihre Stimme halt insgesamt ...,yes
NDY-250,796,ich mag diese weiteren bemussterten typischen schlafanzug hosen und dann mit einem fetten ein farbigen pulli drau * - * göttlich,no
NDY-179,4745,Coll 😍,yes
NDY-208,714,Warum hat Roman eigentlich eine Brille,no
NDY-250,338,"ich ziehe jetzt im winter gerne mein lieblings schlafanzug an !!!! ( den hat mir meine mutti von tschibo mitgebracht ) -er hat ne rote röhrenhose-aus ganz weichem stoff und einerm ganz langen oberteil wo ein elch drauf ist ..... mit glizer , aber ich bin ziemlich dunn deshalb hängt der etwas weit unten .. aber naja PS : ich finde den snoopi pyjama am besten",no
NDY-247,686,3 ⃣,no
NDY-179,2335,"Boah ihr Lappen denkt euch mal neue Texte aus . Immer nur zocken , Handys und den ganzen andern Scheiß Dreck den ihr da bringt . Mocht euch noch nie aber früher habt ihr euch wenigstens noch ein bisschen Mühe gegeben .",no
NDY-208,2855,"meine Morgenroutine aufstehen , anziehen , Haare kämmen , Frühstücken . ins Bad gehen , Zähne putzen , schminken , Handy , los gehen . Brauch im Bad 5 Minuten da ich mich in meinem Zimmer schminke",no
NDY-003,275,oaarrrrrr sooooooo süüüß ich mag euch so ich denke mir manchmal das ich euch wirklich kennen würde ich kann so ziemlich jedes lied von euch auswendig :-*,yes
NDY-247,1439,Samy slimani salamy ohhhhhh jaaahhh 😳,no
NDY-247,1621,Wer schaut im frischen 2018 ? Gutes Jahr euch allen ! 🥂 🍀,no
NDY-179,1643,kommt heute noch ein Video von euch ?,no
NDY-208,677,Das Vidio war Hammer und lustig ❤️ ❤️ Bleibt so wie ihr seid 😀,yes
NDY-186,6862,hi,no
NDY-003,1154,diese fisuren .,no
NDY-186,3469,Das nervt mich auch schon,no
NDY-208,7699,I LOVE CAT'S,no
NDY-186,6470,3du bist so süß,yes
NDY-179,1106,When im gone oder shake it off,no
NDY-250,1649,Ich stimme dir zu :D,no
NDY-179,2554,genau der gleiche kommi wie bei ausenseiter und ytitti ihr werdet jedes jahr beschissener und beschissener ....,no
NDY-186,5309,fickt euch scheiß lied,no
NDY-003,1495,ja lol xD ich hab nichts zu tun als zu kommentieren xD,no
NDY-003,637,ich finds geil :),yes
NDY-208,8435,Wahrscheinlich sind wir Mädchen so hahahahahahhahahahahaha,no
NDY-208,6527,1 oder2 stunden,no
NDY-250,782,ich trage beim schlafen Shorts und Shirt . Ich findi so richtige Pyamas nicht schlimm würde es aber nicht zu einer übernachtungs party anziehen oder so ^^,no
NDY-003,3417,Das geilste Song von euch,yes
NDY-179,3413,Taylor Swift shake it off,no
NDY-020,796,Omg das Video ist sooo wunderschön und du bist so hübsch ich finde du bist einzigartig und ziehst dein ding durch und ich finde deine videos sind so Atemberaubend <b> . </b> :) ♡,yes
NDY-179,3907,Hammer nice,yes
NDY-003,726,ich hasse dich ... deine stime ist so behindert,no
NDY-186,3411,Mein Lieblings Lied,yes
NDY-186,2089,#SnapchatArmy @hsiba,no
NDY-208,10921,ich bin ein Mädchen und brauche um mich zu schminken im Bad nur 5 - 10 minuten . wenn es schnell gehen muss,no
NDY-250,15,Du bist richtig hübsch ! Aber warum labrst du imma so viel ?,yes
NDY-208,1247,Das hat sich alles in Romans Zimmer abgespielt 😂 😂 😂 😂 😂 😂 😂,no
NDY-247,252,du hässlicher türke haha,no
NDY-003,1116,nein ... opfer lernt englisch :D,no
NDY-208,7632,2 - 5,no
NDY-003,3025,Wie ihr da noch aussaht xDD,no
NDY-208,481,Schaut bei mir vorbei bitte ❤️️ ❤️️ 🙏🏻 🙏🏻 🙏🏻 🙏🏻,no
NDY-208,4810,pizza Let's play ICH AUCH 😂,no
NDY-208,12152,İch dusche abends,no
NDY-186,1267,megaaaa,yes
NDY-003,3740,😂 😂 💗 süß,yes
NDY-208,3979,Angel 04 du bist 8 odaso 😂 bei dir is schminken mitm eding die augenbraun anmalen,no
NDY-179,637,Ich liebe diese parodie ♥ - ♥ sau geil,yes
NDY-003,22,00:25 War Schrecklich,no
NDY-208,227,ich liebe eure Videos . ihr seid die besten .,yes
NDY-208,7360,Bei mir klingelt der Wecker um 5uhr dann brauche ich noch 1stunde im Badezimmer,no
NDY-179,4888,das Lied ist geil und ihr auch,yes
NDY-252,642,Tolles Video Super hilfreich !,yes
NDY-186,7425,😂 😂 😂 er liegt vorm auto,no
NDY-208,8301,ich brauch immer 20 min insgesamt für alles außer beim aufstehen da 10 min 😂,no
NDY-250,1078,pyjama ftw !,no
NDY-247,341,"Hassan , eine frage . wenn du es hinten rein bekommst ... magst du es dann richtig dolle oder lieber schön zärtlich ?",no
NDY-208,9778,10 - 15 min,no
NDY-252,534,"Ich finde toll , dass du dich so über die Videos deiner Fans freust !! War toll die verschiedenen tips zu hören",yes
NDY-179,2373,Hey ich hab die gleiche Parodie gemacht ?! :D,no
NDY-179,1499,Ich stimme dir so krass zu ! Außer der letzte Abschnitt :D,no
NDY-252,201,"Thihi ... freu mich voll das ich dabei bin ^^ ... und die Tipps sind wirklich klasse , werde das ein oder andere demnächst mal ausprobieren . Vielen Dank noch mal daaruum , diese Video Idee ist einfach fantastisch . zuckersüße Grüße",yes
NDY-208,6741,Bin ich die einzigste die sich nicht jeden Tag duscht ? Aberich brauche mindestens 20 Minuten im Bad ( bin ein Mädchen ),no
NDY-252,545,Tolle Idee tolles Video Daaruum :),yes
NDY-208,2049,Ilaria Klein willst mich verarschen ?,no
NDY-003,3805,DRAGON ähm ... ne,no
NDY-208,395,Leni Lochinator kar bin immer so 1 Stunde im Bad,no
NDY-208,8578,im Bad brauche ich ca. 35 min 😊,no
NDY-208,5890,5 min . im Bad und ich bin ein Mädchen,no
NDY-208,558,Kingzi jo,no
NDY-020,165,"Das ist so ein schönes Video . Ich gucke mir solche Videos von dir gerne an . Ich finde sogar das es dein bestes ist . Es ist so schön . Ich hab fast mit geweint . Lass dich nicht unterkriegen von nichts und niemandem , liebe Luna .",yes
NDY-208,2188,* wenn,no
NDY-208,8477,Ohne Scheiß deine Routine ist genauso wie meine 😂,no
NDY-186,1103,+ Jasmin S. Is ja auch so weil die letzte Parodie Astronaut war jetzt nicht so toll . im Vergleich und die Veränderung im laufe der Jahre .. Muss man sich ma überlegen . andere Leute Haten über sie .,no
NDY-179,4521,Ja ich auch 😚,yes
NDY-003,177,Google übersetzter :P,no
NDY-208,1368,30 mon,no
NDY-208,6610,Maa_va Riva ich auch,no
NDY-179,4955,Same 😂 😂,no
NDY-250,769,jogginghose und ein shirt von meinem freund :D,no
NDY-186,6133,Mein leben ist das,no
NDY-252,575,folgt mir auf instagram : x10Lisa :),no
NDY-252,806,das mit den videos von den anderen war richtig cool .. bei so vielen tipps haben die pickel keine chance mehr ^^ :D und ich würde total gern wissen wie du die tolle frisur hinbekommen hast .. ;),yes
NDY-186,7098,Burak Das Eisen Der Junge mit den blauen haaren,no
NDY-003,3192,es geht ihnen nicht darum das alles richtig übersetzt ist sondern das der Text einen sinn gibt nicht das alles Wort wörtlich übersetzt ist,no
NDY-208,9226,Ich brauch im Bad genau 6 minuten,no
NDY-208,6869,"Ich brauche für alles zusammen ( im bad , anziehen ect . ) 20 minuten . Ich frühstücke selten , aber wenn ich mit allem fertig bin geh ich auch lieber noch ne runde pennen 😂 Ich bin ein Mädchen",no
NDY-179,439,Ich mag YTITTY mehr weil mir die Songtexte generell besser gefallen . Ich hab aber gegen die lochis jetzt auch nichts einzuwenden da einer meiner besten Freunde Lochinator its xD,no
NDY-208,3137,Ich brauch 25 min im bad,no
NDY-186,2633,#snapchatarmy @heikolochmann @emma -2027 😀 cooles video so geht's mir immer vor der Schule 😒,yes
NDY-179,373,die parodie ist einfach der Hammer ich lerne eure parodien oder eigene songs immer auswendig . 😘,yes
NDY-246,2,oh neee .. des is ja voll traurig .. passt heut zu meiner stimmung .. * blumegeb * ..,yes
NDY-250,1530,deine haare sind ein traum * ___ *,yes
NDY-003,2618,Die sind so cool . An die Lochis Fans . Geht mal auf diese Seite : DieLochis.de Ich liebe die Musik von denen .,yes
NDY-208,7909,Na klar sind Jungs blau und Mädchen pink,no
NDY-003,2146,schlecht !! bUHH !!,no
NDY-179,4767,Ich dachte erst er sucht Heiko aber Aufladekabel XD,no
NDY-186,3992,+ Marv Boy mein Mund zu aber meine Finger am tippen . Tja,no
NDY-186,7279,roman hat dieses zeichen gemacht 👉 👌,no
NDY-179,641,Ariana Grande Break Free,no
NDY-179,3369,hört auf mit Youtube bitte da bin ich sogar besser,no
NDY-179,79,Gleich zweimal angehört :) Tolle parodie :),yes
NDY-250,936,Ich habe mir gerade eine total genial flauschig schlabbrige Schlafanzughose aus der H M Männerabteilung im Flanell Style gekauft - mega cosy !,no
NDY-020,1105,"+ Chantal647 // MSP aso cool , danke",no
NDY-208,2962,Bluestar6 ich auch nicht 😂,no
NDY-186,6017,manchen Leuten geht's echt zu gut,no
NDY-208,1919,geiles video ★ ] ☆,yes
NDY-208,5410,"im bad brauche ich bis 5 min , da ich eher abends dusche 😇",no
NDY-020,1009,"Wow , das hat mich richtig berührt ❤ Tolles Video und wunderschönes Mädchen ! <b> o </b> Bin sprachlos ❤",yes
NDY-274,203,"Ich fand deine Rezi gelungen ! Von Daniela Katzenberger , naja , halte ich nicht viel aber auch nicht wenig . ( :",yes
NDY-208,2427,bei mir auch,no
NDY-247,1343,Omg 25 Abbonenten 😳 😂 ✌🏻,no
NDY-250,2784,Ich habe immer ein Pyjama an :D Ich liebe es ! ♥,no
NDY-208,1694,im bad,no
NDY-208,11845,wenn ich in die schule gehe eine halbestunde wenn ich ferienhaber oder wochenende dann 1stunde,no
NDY-186,751,Cooles Lied weiter so ☆,yes
NDY-186,3694,könnt ihr bitte what do you mean von justin bieber parodieren ? :),no
NDY-246,13,So jung und liebeskummer * am kopf kratz *,no
NDY-186,2425,ihr seid solo cool ich war so oft bei euren Konzerten :)))),yes
NDY-003,1503,"Sorry , Bro die sind einfach scheiße :D",no
NDY-250,212,Ich komm nicht auf die seite mit den adventskalender ( handy ) Kannst du den link nicht in die infobox einfügen ? :(,no
NDY-208,6417,also morgens brauche ich 15 min und normalerweise am wochenende 2 h,no
NDY-179,166,LOL wie geil ist das denn ( : beim neuen youtube update ist es so das wenn man einen kommentar liket ein ton kommt hehe . cooles feature,no
NDY-186,4796,10/10,no
NDY-003,2071,dumm oder so ? die können singen und es geht nicht um einzelnde Wörter in den Lied sondern um das worum es in dem lied geht ! die haben das toll gemacht ! ich hasse Leute die nicht besseres zutun haben als negative kommentare zu machen !,yes
NDY-208,8152,10 bis 15 min,no
NDY-208,612,richtig cooles Video ! 😍 😍 😍 😍 👌,yes
NDY-250,146,"bin zwar ein Mädchen aber mit Jungs Boxershorts und top auch im Winter , weil ich ein beheizbares Bett habe",no
NDY-179,941,parodiert bitte 99 Problems !!!,no
NDY-186,2860,echt mega 😍 ❤ #snapchatarmy @heikolochmann #melissaandlaura,yes
NDY-208,6031,ich brauch in bad 3 sekunden,no
NDY-186,6018,Euer neuer Film ist so cool Roman 👍🏼 👍🏼 👍🏼 👍🏼 👍🏼 👍🏼 👍🏼 👍🏼 👍🏼 👍🏼 👍🏼 👍🏼 👍🏼 👍🏼,yes
NDY-274,262,is ja klaar dass so meschen die nur vorurteile über die katzenberger haben des buch auch scheiße finden- . -,no
NDY-208,6364,ich 20 min meine Tante 1 std.,no
NDY-186,5696,Könnt ihr auch ein Instrument spielen 😀 weil ihr Musik macht mein ich ?,no
NDY-208,2957,True 😂,no
NDY-179,1052,Und ich möchte gerne Ariana grand,no
NDY-250,736,"ich hab so einen coolen pyjama von primark : REENTIER STRAMPLER !! soo geil , sobald ich zuhause bin ziehe ich den sofort an , egal ob besuch da ist oder nicht , ich hab ihn an :D",no
NDY-186,3307,Bei der Parodie muss ich an Ju denken ._. Er soll sich mal ausruhen ! ❤️,no
NDY-186,6550,geil passt zu mir,yes
NDY-250,2502,Mit der Mütze siehst du so gut aus : o betont irgendwie dein Gesicht,yes
NDY-208,12089,1 - 2 stunden,no
NDY-186,2919,😂 geiler Song ! 😂,yes
NDY-186,1471,#SnapchatArmy @heikolochmann @caddyelisabeth,no
NDY-003,1878,Ihr seid richtig scheiße,no
NDY-252,286,tolles video 3,yes
NDY-208,4070,mehr,no
NDY-250,2110,"also ehrlich gesagt schlaf ich im moment am liebsten im nachthemd , oder für die himym kenner ein nightshirt . Ich hab das erst vor kurzem bei h m gekauft und es is weiß mit rosa streifen und bambi drauf , also nachthemden müssen einfach so ausschauen als hätten sie mama mitgenommen :)",no
NDY-186,7210,zu gut,yes
NDY-186,6836,kürbiskind du kannst es bestimmt selber nicht also sppppp,no
NDY-247,321,xD haste dich da am ende nicht angespritzt ? hast das in dein kinn gedrückt =P,no
NDY-186,1527,Das bist du 😂 😂 😂,no
NDY-020,411,"Echt wunderschön hast du es gesungen und wie du das mit den Effekten bearbeitet hast . Einfach toll ! Was hast du eig mit deinem Bein gemacht ? 😳 das ist ein echt großer Fleck ! 😄 hoffentlich machst du mal öfter solche Videos , das würde mich echt freuen ! ☺️ ❤️",yes
NDY-208,6423,ich fass es nicht in der Einblendung stand 10 min und auf der Uhr beim Handy nur 7 min,no
NDY-003,287,@Vivian19000 machs doch besser,no
NDY-247,1107,Tolles Video 3,yes
NDY-003,1536,"oh gott ey , damit kann man heutzutage Geld verdienen ?",no
NDY-179,3494,"Bitte nicht , das wäre eine Beleidigung an Trailerpark !",no
NDY-179,1695,Was für Handy spiel spielt ihr 😊,no
NDY-208,6448,3 minuten,no
NDY-247,1284,Ich :D,no
NDY-186,1856,#SnapchatArmy @heikolochmann @celin_178,no
NDY-003,3712,die die euch einen Daumen runter gegeben haben verstehen nixst von Musik das ist klar,no
NDY-186,1945,#SnapchatArmy @heikolochmann @inethezx <3,no
NDY-208,5097,morgens gehe ich nur kurz pissen dann lasse ich mich im Bad nicht mehr blicken p. s. ich bin ein mädchen und 10 Jahre alt,no
NDY-208,12376,Richtiger Lauch,no
NDY-186,5631,+ DieLochis euer parodie von suggar wurde im unserem Herbstferienhotel im der Türkei abgespielt 😊 😂 😛,no
NDY-020,1174,Wie du einfach ein Knutschfleck auf deinem Bein hast ^^ Von Dima ? :p,no
NDY-208,5484,Übel das Klischee 😒 ich brauch nur 10 Minuten 😂 aber ich schmink mich auch noch nicht also ... keine Ahnung 🤔,no
NDY-208,11538,Ich brauche 5 min im Bad,no
NDY-208,4596,ich brauch maximal 5 Minuten im Bad ( Zähne putzen halt ),no
NDY-186,6199,sooooooooooooooooooooooooooooooooooo Süß,yes
NDY-247,1411,Stroh Bogen lern deutsch du opfer 😂 😂,no
NDY-208,2710,10sekunden,no
NDY-208,12097,2 Minuten brauche ich im Bad,no
NDY-208,11050,40 Minuten im Bad,no
NDY-246,115,hast du sonst niix zu tun ... ?? und wenn du das make-up drauf hast ... iis kar das du liiebeskummer hast ... [ 100punkte wer den jetzt verstanden hat =) ],no
NDY-208,10513,Also ich brauche immer eine ganze stunde,no
NDY-003,2945,geil schon über 1mio aufrufe,yes
NDY-247,617,"und das obwohl du ihn nicht persönlich kennst , wow",no
NDY-208,1399,ich brauch 10 min im Bad,no
NDY-208,3161,"Ich brauche im Bad 5 Minuten , weil ich mich in meinem Zimmer Schminke / Haare mache",no
NDY-020,70,😍 😍 😍,yes
NDY-003,3246,Roman,no
NDY-003,3020,ihr habt eigentlich voll schöne stimmen !!!,yes
NDY-179,566,Geil : 3.,yes
NDY-247,1170,I love you sami,no
NDY-003,452,Mehr Autotune hat nur Sun Diego =),no
NDY-186,2098,#SnapchatArmy @heikolochmann @j_maximilian,no
NDY-208,10473,Ich brauche meistens 1stunde und noch 30 Minuten im Bad Ich bin ein Mädchen,no
NDY-208,655,Jenny Jane ich auch 😅,no
NDY-186,4014,+ more baums Ne hab ich nicht und du,no
NDY-020,886,Du bist einfach mal mega toll ♥ Ich bin soooo dankbar das es dich gibt ♥ Das video ist mega toll geworden :),yes
NDY-252,773,"Ich finde dieses Video echt interessant , weil man viele verschiedene Meinungen zum Thema Pickelbekämpfung bekommt :)",yes
NDY-179,3695,Michael Jackson beat it,no
NDY-179,4733,2018 * C : ich finde früher waren sie einfach ... keine ahnug,no
NDY-179,1097,"Hey Heiko und Roman , ich möchte dass ihr als nächstes den Song , , Ein Hoch auf uns von Andreas Burani parodiert .",no
NDY-208,5521,Ich brauche 40 Minuten,no
NDY-250,823,warum muss man das pyjama nennen - . - das isn schlafanzug ! aber sonst schönes video !,yes
NDY-208,2444,Lara-Sophie Harig Ich bin auch 9,no
NDY-003,1608,WAS ???? jetzt gibts schon 2 JUSTIN BIEBERS ?,no
NDY-186,5591,Ist ein echter ohrwurm 👍,yes
NDY-208,8056,ca. 30 - 40 min,no
NDY-186,1134,irgendwie hab ich das Gefühl ich schau euch nur noch weil ihr immer noch besser ausseht als die Jungs an meiner Schule und ihr inzwischen eigentlich ganz gut singt 😂 😂,yes
NDY-250,2421,du sieht in den Video besonders schoen aus * - *,yes
NDY-186,4104,Heiko kann gute Texte schreiben,yes
NDY-208,5400,Bei mir auch,no
NDY-208,8362,Leeann _5555 ja logo,no
NDY-208,11026,Ich glaub ich gehöre eher zu den Jungs ... Oh shit xD,no
NDY-186,1129,Hey das Video War super toll,no
NDY-186,2911,#snapchatArmy #evelyn . akv,no
NDY-208,230,Juhu,yes
NDY-208,5007,Silvana Wilke eine scheinbar 13 - jährige will mich auf öffentlichen plattformen im alternativ- deutsch zurechtweisen ... einfach wunderbar !,no
NDY-179,4593,Zuerst dachte ich er sucht seine Ex .,no
NDY-208,1682,"Ich bin ein mädchen und brauche ca. 30 minuten fürs duschen , haare fönen , zähneputzen , schminken ...",no
NDY-208,9370,Alsi bei mir 10 min aber wenn ich dusch 30 min 😂,no
NDY-186,6085,ich liebe je suis française mais je suis en classe d allemand,no
NDY-003,2508,Endlich wieder gute Kommentare . Und wann macht ihr wieder neue Video ?,yes
NDY-179,5142,wer guckt das auch 2017,no
NDY-208,6236,3:36 Sexy sexy Heiko 😂 😹,yes
NDY-250,7,"Ich finds gut das die Links zu den Türchen nicht mehr in der Infobox stehen , das suchen macht das ganze noch schöner :)",yes
NDY-186,373,<EMPTY-COMMENT>,no
NDY-186,7224,Christian KASPAREK cool,no
NDY-208,5052,5 Minuten,no
NDY-208,10534,Cool,yes
NDY-003,2407,Hört ihr das nicht ???? Wenn ihr sagt sie können nicht singen ????,no
NDY-208,3876,ha ich habe ne morgenroutine wie ein junge und brauche sooo lange in Bad und überhaupt auf zu stehen,no
NDY-208,4909,3 min .,no
NDY-186,3146,ihr seid cool,yes
NDY-179,316,Das ist auch für mich so,no
NDY-208,3186,5minuten,no
NDY-208,4754,kanal kunterbunt 2 halts maul !,no
NDY-003,2194,Also ich fand's cool ! ;),yes
NDY-250,1367,"Letztes Jahr gab es bei H M einen Schlafanzug-Overall , aber der war schnell ausverkauft :(",no
NDY-252,426,"sehr schöne Idee , dass man sich mit in deine Videos einbringen kann :) bitte noch mehr solche Videos :)) *_*",yes
