id;description;DBO
982647378440352;Gleich einkassieren und zurück schicken dieses Pack;nothing
982682521770171;Anke Schneider merkte was???? Deinen Kommentar hättest Dur sparen können. ...Trottl;nothing
1035131029858653;Weiter so!!!!!;nothing
882784045093353;"und nochwas  Joerg eigentlich muss ich mir kein Kopf machen du machst doch eh nur noch diesen Sommer mit so wie du aussiehst  hast sehr  schlechte  karten ich komm auf deine Beerdigung ein abstauber  im Osten ;)";nothing
882693195102438;Die rotten sich untereinander aus , nur viel zu langsam !;nothing
1394002483941367808;@Ichbins2009 @DrStrompen @ZentralratJuden Man schaue sich die Bilder an und warte auf die Polizeiberichte. Wir haben hier einen importierten arabischen Antisemitismus, den es vor einigen Jahren noch nicht gab.;nothing
982672098437880;Sofort zurück schicken. Das sind keine Flüchtlinge. ..sondern Eindringlinge!;nothing
1105528599485562;Nein;nothing
1035143579857398;Ich bin schon parteimäßig unterwegs!;nothing
862029053835519;"""Asylindustrie die sich hier als parallelwirtschaft herausbildet""";criticism
993568450681578;Verdammt noch mal.Mir ist es scheissegal ob mein Gegenüber aus Syrien,Afghanistan,Russland oder sonstwoher kommt,solange er für Demokratie,Liberalität und Gleichheit eintritt.Dann ist er mein Bruder.Gegen Extremismus egal von welcher Seite!!????;nothing
1091879274183828;Wenn die Glücksritter kräftig mit zahlen , da brauchen wir fast nichts bezahlen . Die bringen unsere Land sehr viel Geld ei;nothing
982954888409601;Die Kosten pro Flüchtling und Jahr werden auf ca. 12.000 Euro bis 13000 Euro geschätzt. Fundstelle: http://www.epd.de/.../kosten-und-pauschalen-wie-viel-die... Wenn besondere Betreuung erforderlich ist z.B. für Kinder und Jugendliche sind die Kosten erheblich höher. Ein Teil der Flüchtlinge sind Analphabeten und der deutschen Sprache nicht mächtig, also am Arbeitsmarkt nicht vermittelbar. Wenn man von einer Mio. Flüchtlingen ausgeht ergeben sich rechnerisch Kosten von 12 Mrd. Euro pro Jahr. Einen solchen Betrag kann D nicht aus der Portokasse bezahlen. Woher das Geld kommen soll sagen unsere Politiker nicht.  Hierzu erwarte ich plausible Aussagen unserer Politiker. Wenn man Flüchtlinge integrieren will (und muss) sind Arbeitsplätze zur Verfügung zu stellen. Dies wird auch Auswirkungen auf den Arbeitsmarkt haben. Auch auf den vor kurzem einfgeführten gesetzlichen Mindestlohn. Es wird nicht lange dauern bis die ersten Forderungen zur Senkung des Mindestlohnes erhoben werden*. Alte Kranke, Kinder, Arbeitnehmer, Rentner werden für diese veranwortungslose Politik zahlen müssen.*Die Forderung wurde bereits erhoben.;criticism
982640271774396;*dass;nothing
1065828566788899;"Wozu ?!!
In drei Jahren ist eh wieder alles hinfällig. Weil diese einzeller die Gesetze buchstäblich auswürfeln. Also 
WAYNE";criticism
1011166712255085;"Bis heute Abend um 19 Uhr in Nürnberg #AufDerStraße! ?

#PEGIDA";nothing
1095980530440369;jede tiere sind gleich aber einige sind noch gleicher;nothing
888173001221124;Danke Gerhard Udo Spa! Denn es ist schwer,sich ein Bild von der Lage in Frankreich zu machen. Unsere Systemmedien/Lügenpresse berichten ja immer sehr einseitig. Von daher sind solche Informationen, wie Du sie uns gibst, natürlich sehr interessant.;criticism
1094614757243613;"Es war nie geplant am 4.4 in Leipzig zu sein, der heutige Montag wurde schon am 21.3 angekündigt. 

2 Wochen Pause gab und gibt es nur zu Weihnachten.";nothing
855020231203068;"""Dresden – Place to be"" bettelt auf seiner Homepage um Spenden um diese teure Veranstaltung zu finanzieren ;-)";nothing
951533558218401;"Damit die Bevölkerung nicht durch Flüchtlinge ""gestört"" wird, verlegt Ungarn Flüchtlingsunterkünfte aus Städten in Randgebiete. Die Haltung der Regierung sei klar: Das Kabinett wolle die Unterkünfte aus den bewohnten Gebieten weg haben, erklärte ein Sprecher des Innenministeriums.Übergangsunterkünfte würden als Zeltlager eingerichtet, sagte der Stabschef von Ministerpräsident Viktor Orban, Janos Lazar. Eines davon werde an der Grenze zu Serbien eingerichtet. Dann werde die örtliche Bevölkerung ""nicht gestört"" durch die Massen an Flüchtlingen, sagte Lazar";nothing
882846705087087;Passiert im krieg ?? als ob die in ihren Land nie sterben....bedauerlich er wollte doch nur Geld, ein auto & eine fette Bude das arme....;nothing
982690165102740;wenn Deutschland die alle reinläßt, egal wie die Bilder hier aussehen, dann schmeissen die genauso hier mit Steinen, wenn ihnen was nicht paßt, wie dort. DAS IST´DAS ENTSCHEIDENDE! An keine Regeln halten, sondern mit Gewalt was durhsetzen - Ungarn läßt sich das nicht bieten, weil sonst hätte Ungarn gleich verloren!;nothing
1012242925480797;"...also ich komme ausm Saarland und wir haben von meiner Mama ihrer Tante aus Dresden jedes Jahr so einen Stollen geschickt bekommen. 
Ich hätte mich da rein legen können?????? ??";nothing
1111326445572444;"Okay leute BITTE versteht das wenn das mit den rfid chips angelaufen ist nicht mehr so einfach zu stoppen ist. Erst wird es bei allen leuten die sich nicht wehren können angewand. Ja zum beispiel migranten. Die Masse schreit ja richtig so. Schließlich ist es eine gute abschreckung und die migranten sind leicht zu kontrollieren. Doch das es euch auch  bevor steht ist einigen nicht klar. 
Bargeld wird abgeschafft.. krankenversicherungen laufen auch nurnoch über den chip kurz gesagt hast du kein chip bist du am arsch!";criticism
982695428435547;sollte es hier los gehen werde ich meine familie und mein land bis aufs blut verteidigen die haben eh keine chance keine;nothing
945849902120100;"na das freut mich doch sehr für München :-), wir haben hier bei uns auch eine ""Erstaufnahmeeinrichtung für 350 Personen, aber hier wiil Gott sei Dank kaum einer bleiben ""hinterstes Hinterland"" der weiße Fleck auf der Landkarte, die ziehts ja lieber in ne Großstadt :-)";nothing
1012970645408025;Bernd Scholz leider viel zu langsam, hat auch noch nicht jeder seine neue Welt ums Haus.;nothing
982669581771465;Haha die pegidisten scheissen sich in die Hose weil da ein paar Jugendliche an der Grenze zu Ungarn frei drehen. Oh mann was für jammerlappen diese pegida Spinner;nothing
982770678428022;Ich wünsche dir das du niemals fliehen mußt! Hast du dann auch Angst um deine Kinder?;nothing
1367;drecks_afgahnen_sieg_heil Sieg Heil Scheiß Juristen;nothing
855161874522237;https://www.youtube.com/watch?v=v_EWWyJfgPc :D grüße an den hartmut;nothing
982639528441137;N24 -> aktuell;nothing
945834965454927;Es ist nicht nur in München so. Die Politiker müssen aufwachen.;criticism
876356499069441;"Und vorher versteckt er noch die Hälfte im Nachtschrank;)";nothing
1516;Sieg Heil! Wir werden nicht aufhören, unsere Ideologie zu vertreten, bis Deutschland wieder Herr der Welt ist.;nothing
1112190278819394;https://www.youtube.com/watch?v=EMfsxP44pEA&feature=youtu.be;nothing
1716;Die Afghanen sind die primitivsten und radikalsten Menschen, die ich getroffen habe ich glaube nicht, dass sie es verdienen, auf deutschem boden zu laufen Wenn es in meiner Hand war, werde ich sie jetzt vor morgen deportieren.;nothing
1010199642351792;Sie sollten die Staatsverschuldung berücksichtigen,  Industrie 4.0 und Vieles mehr machen Arbeitsplätze überflüssig.  Wo soll Wohnraum für Großfamilien herkommen?;criticism
935268803178210;die Studie gibt´s : Koran;nothing
855641884474236;Der einzige, der hier von hass spricht,  sind sie selbst Herr theben ??;nothing
1095899500448472;Immer diese Bilder der Invasoren, Gewalt nur Gewalt jeden Tag   und es wird nichts dagegen getan. Ich bin nur noch wütend.;criticism
1012236388814784;wirklich;nothing
1065819946789761;Nun, Brandstiftung ist wie eine Volksabstimmung. Wenn die Politiker nicht todesangst von direkte Demokratie hätten, dann könnte das Volk legal seine Meinung sagen.;criticism
876361665735591;Fachkräfte? Im Osten sieht man kaum Zuwanderer arbeiten! Und indische IT-Berater bspw verdienen im Westen 1/10 von dem was eine deutscher Spezialist bekommt. Wieder nur Schwachsinn!;nothing
882680641770360;"Was nehr sorgen machen sollte ist volgende citaat:  ""Am 14. Februar 2014 war dort ein libyscher Flüchtling gestorben. Er litt an einer Infektion, die trotz zweier Klinikaufenthalte unerkannt geblieben war. Am Ende kostete ihn eine Lungenembolie das Leben."" welcher infection? Was schleppen die noch mehr ins land auser streit und angst??";nothing
1035120973192992;Ihr werdet nichts ändern, solange ihr nur mit demonstrieren weiter macht....;nothing
876641669040924;Laberst du eine scheisse!!;nothing
1035154053189684;Schön, beim Singen viel Gänsehaut. ??;nothing
855624424475982;<3;nothing
1035100049861751;Danke Dresden, gruesse aus Duisburg!;nothing
960977197274037;Er ist auf jeden Fall jemand der noch ein Gehirn hat;nothing
876354565736301;Hier noch ein unerhörter Verdacht.  Pegida ist Schuld an der Misere in Griechenland. Und um alles wieder gut zu machen, bringt unser Rollstuhlfahrer unser Steuergeld dorthin.;criticism
982655201772903;"KROATIEN muß JETZT dicht machen 
JETZT!!!!!";nothing
1645;@USER man sieht den Virus in seinem Gesicht hat er aber schon von Geburt der Arsch;nothing
855098104528614;Dumm gelaufen,wa?;nothing
993507867354303;Na Pegida war es wohl nicht.;nothing
1116278148410607;Wie wäre es mit dem Lied-Was ist des Deutschen Vaterland den das ist gut.;nothing
1095899583781797;wozu haben die polizisten denn waffen und knüppel??? bitte sofort um einsatz damit (y)  kloppt das pack von der strasse man...;criticism
961229657248791;Lernt doch den Asylanten deutsch und verkauft eure Seele gleich mit.;criticism
1056782337693522;wenn man die noch einmal wählt ist einem sein LEBEN Scheissegal!;agitation
945828268788930;Die Bayern brauchen frische Gene,  nur von den Nachgeburten die, die Ostereicher über die Alpen werfen geht's doch nicht;nothing
1057058567665899;"Da wird einem richtig schwummrig bei diesen Zahlen. ;)";nothing
1010454158993007;Leider keine Satire, wie man es auf den ersten Blick vermuten könnte. :-(;nothing
989188284452928;Man kann es nur mit einen Lächeln ertragen !;nothing
925416614163429;"Frankfurt

Da kommt dein Flugplatz noch dazu ,einfach keinen Mist erzählen!

So viele Verbrechen wie lange nicht
2014 war in Frankfurt ein Jahr mit vielen Morden – die meisten sind geklärt. Ein Überblick über ein nicht „ganz normales“ Jahr für die Ermittler.

Jahreswechsel mit einem Verbrechen beginnt, kommt nicht selten vor – nach Auskunft von Kriminalpsychologen sogar ziemlich häufig. Denn Weihnachten, so sagen sie, sei eine „hochemotionale Zeit“. Viele Familien seien sich an den Festtagen so nah wie selten, komme es zum Streit, sei die Gefahr hoch, dass die Situation eskaliere.

Dieses Weihnachtsfest ist für die Frankfurter Polizei so gesehen fast schon eine Ausnahme gewesen. Denn zum Ausklang des Jahres ist es in der Mainmetropole ungewöhnlich ruhig geblieben – ganz anders als in den zwölf Monaten zuvor. Aus Sicht der Ermittler ist das Jahr 2014 nämlich kein „ganz normales“ gewesen. Nur zwei Tage nach Neujahr ereignete sich der erste Mord – und der sollte nur der Auftakt zu einer ganzen Reihe von Tötungsdelikten sein. Das ganze Jahr über wurde in Frankfurt und Umgebung geschossen, erstochen und anderweitig getötet. So viel wie lange nicht mehr.

Mysteriöser Kopfschuss-Mord
Eines der Verbrechen, das die Polizei bis heute vor ein Rätsel stellt, war der Mord an dem Wettspielbetreiber Oliver F. am 3. Januar 2014. Am helllichten Tage wurde der Mann in Frankfurt-Sachsenhausen im Innenhof des Gebäudes, in dem er sein Büro hatte, erschossen. Nach bisherigen Erkenntnissen lauerte der Täter dem Geschäftsmann auf und schoss ihm zwei Kugeln in den Kopf. Es gab keine Zeugen und keine brauchbaren Aufzeichnungen von Überwachungskameras. Die offizielle Stellungnahme der Polizei lautet bis heute, sie ermittle „in alle Richtungen“. Allerdings, so ist aus dem Kreis der Ermittler zu hören, wird ein geschäftliches Motiv vermutet. F., der das Unternehmen Happybet zusammen mit seinem Bruder aufgebaut hatte, soll Gerüchten zufolge geplant haben, aus bestehenden Verträgen mit ausländischen Wettanbietern auszusteigen, um unabhängig zu sein. Nach Ansicht der Ermittler ging es möglicherweise um viel Geld. Selbst wenn der eigentliche Schütze jemals gefasst werden sollte, sei fraglich, ob die Hintermänner ermittelt werden könnten, glauben die Beamten. Denn nach allem, was die Auswertung der Spuren bisher ergeben hat, handelte es sich um einen Auftragsmord.

Weit weniger rätselhaft ist der Mord an zwei Afghanen vor dem Frankfurter Landgericht am 24. Januar 2014. Der Prozess gegen den mutmaßlichen Täter, den 48 Jahre alten Afghanen Hamayon S., wird gerade vor dem Landgericht verhandelt. Das Motiv scheint klar: Kurz nach der Tat sprach der heutige Frankfurter Polizeipräsident Gerhard Bereswill von „Blutrache“, einer Form der Selbstjustiz mit kulturellen Motiven.

Rache - ein häufiges Motiv
Auch der Prozess zeigt: Die Tat steht in engem Zusammenhang mit einem Verbrechen, das sich bereits vor sieben Jahren zugetragen hat, auf einem Parkplatz in Steinbach. Damals ging es um einen Streit zwischen Autohändlern, bei dem der Bruder von Hamayon S. getötet wurde – mutmaßlich von den beiden Männern, die S. schließlich vor dem Landgericht erschoss. Beide wurden in einem ersten Urteil freigesprochen. Hamayon S., so stellt sich die Tat heute dar, wollte seinen toten Bruder rächen. Die Frankfurter Polizei befürchtet weitere Racheakte zwischen den beiden afghanischen Familien – auch wenn es derzeit keine konkreten Hinweise darauf gibt.

Die Morde vor dem Landgericht blieben nicht die einzige Tat, die von Rache getrieben war. Denn auch die tödlichen Schüsse, die im April 2014 im Frankfurter Stadtteil Nieder-Eschbach fielen, waren nach derzeitigen Erkenntnissen die Reaktion auf einen Streit, der schon länger zwischen zwei jungen Männern schwelte. Angeblich ging es um Drogengeschäfte. Der Fall des toten Kibrom T. beschäftigte die Polizei über Wochen hinweg. Auch deshalb, weil T. Mitglied der Rockervereinigung MC Gremium Fulda war und die Polizei zunächst befürchtete, es könne nach der Tat zu Racheaktionen aus diesen Kreisen kommen – was aber ausblieb.

Zeugen psychologisch betreut
Der mutmaßliche Täter, ein 27 Jahre alter polizeibekannter Deutsch-Afghane, tötete den Äthiopier KibromT. an jenem späten Nachmittag direkt neben einem Spielplatz, auf dem sich zu diesem Zeitpunkt mehrere Kinder aufhielten, mit rund 20 Schüssen. Wochenlang stand die Siedlung unter Schock. Anwohner, die die Tat aus nächster Nähe miterlebt haben, bekamen psychologische Betreuung. Einige von ihnen leiden noch heute unter den Eindrücken der Tat.

 Nach tödlicher Schießerei - Nach der Schießerei im Park am Ben-Gurion-Ring in Frankfurt, bei der am 2. April 2014 ein Mann getötet und zwei verletzt worden, sind die Anwohner in der Siedlung schockiert. Am Tatort wurden Kerzen aufgestellt.

Nach der tödlichen Schießerei am Frankfurter Ben-Gurion-Ring erinnern am Tatort Trauerkerzen an das Opfer
Um Drogengeschäfte soll es auch bei der Schießerei gegangen sein, die sich nur wenige Tage später im Frankfurter Bahnhofsviertel ereignete. Angeblich war in einer Bar ein Rauschgiftgeschäft gescheitert, der Täter schoss dem Opfer, einem 23 Jahre alten Mann aus der Drogenszene, daraufhin auf offener Straße zweimal ins Bein. Der Mann überlebte schwer verletzt, der Schütze flüchtete unerkannt.

Eine umkämpfte Region
Gleich fünf Verletzte gab es im Bahnhofsviertel drei Monate später, als Mitglieder der Hells Angels aufeinander schossen. Von einem neuen Rockerkrieg wollte die Polizei damals noch nicht sprechen. Allerdings mehrten sich in den folgenden Wochen die Hinweise, dass sich der schwelende Konflikt zwischen deutschen und türkischen Hells Angels „auf die Straße“ verlagern werde. In Polizeikreisen heißt es inzwischen, es sei nicht auszuschließen, dass es auch künftig zu gewaltsamen Auseinandersetzungen zwischen den Gruppen kommen könnte. Das Rhein-Main-Gebiet ist den Ermittlern zufolge derzeit eines der am stärksten umkämpften Reviere für Drogen- und Prostitutionsgeschäfte, mit denen die Rocker in Verbindung gebracht werden.

Geklärt hat die Polizei in Frankfurt unterdessen den Mord an einem Gemüsehändler aus Bulgarien, der nach derzeitigen Erkenntnissen von einem Geschäftspartner erstochen wurde. Bei der Tat, die sich im Juli ereignete, ging es um eine fünfstellige Geldsumme. Der Täter wurde nach einigen Wochen festgenommen.

Mehr zum Thema
 Toter Quadfahrer: Verursacher weiter flüchtig
 Kopfschuss-Mord: Ermittlungen führen nach Serbien
 Frankfurter Kopfschuss-Fall: Die Spur führt zu mafiösen Strukturen
 Nach Bluttat am Gericht: Mutmaßlicher Doppelmörder hält Richter für befangen
 Ermittlungen nach Schießerei werden ausgeweitet
 Hells Angels schweigen nach Schießerei
 Nach Leichenfund auf Reiterhof: Ehepaar aus Maintal wurde ermordet

Um viel Geld soll es auch in dem Fall des getöteten Ehepaars aus Maintal gegangen sein, der die Polizei mehrere Monate lang beschäftigte. Die Beamten hatten Blutspuren des zunächst vermissten Ehepaars auf einem Grundstück gefunden, das ihm gehörte und das es an einen 59 Jahre alten Mann und seinen Sohn vermietet hatte. Diese beiden wurden verdächtigt, das Paar schließlich wegen Unstimmigkeiten über die Mietzahlungen umgebracht zu haben. Doch lange schien es, als bleibe das Tötungsdelikt ein „Fall ohne Leichen“. Erst vier Monate nach der Tat bekam die Polizei einen Hinweis und fand das Ehepaar auf seinem Anwesen – von den Tätern in der Erde verscharrt.";nothing
887995011238923;Madame Ikari, das hatten die Franzosen vorher schon.;nothing
1384283984553676800;"@p_manske @lemmyk79 Es ist noch gar nicht so lange her, dass ich großen Respekt vor der Polizei hatte. ""Freund und Helfer"", ""Bürger in Uniform"" und so... Heute empfinde ich für diese uniformierte StaatsGEWALT nur noch Ekel und Verachtung. 🤮";criticism
1063658460339243;Wundert mich nicht! Ich arbeite im Einzelhandel, da stehen Jugendliche  vor mir die nicht einmal 10% von 1€  schätzen können.... aber wieviel MB Datenvolumen im Vertrag stecken wissen sie, wie man sie sinnvoll nutzen kann leider nicht??.;nothing
855608047810953;"[@IND]
Die Formel Im Namen des Volkes ist Ausdruck dafür, dass die Rechtsprechung wie alle Staatsgewalt gemäß Art. 20 Abs. 2 Satz 1 GG vom Volk ausgeht (Volkssouveränität). Die Formel bedeutet nicht, dass der Inhalt der Urteile dem tatsächlichen oder mutmaßlichen Willen der Bevölkerung entsprechen müsste. Die Entscheidung der Richter ist vielmehr alleine an das Gesetz gebunden (Art. 97 Abs. 1 GG). Quelle: Wikipedia";nothing
1012444858793937;Erhäng dich Schleicher oder wie auch immer du Pussy heisst tu Deutschland einen gefallen ....Adios;nothing
1105425752829180;Wenn das genehmigt wird steht die Moschee bestimmt nicht lange ...;nothing
1035112603193829;https://www.facebook.com/908270615888458/videos/932553163460203/?theater  Kannst dir mal angucken. Das ist ,finde ich, noch schlimmer^^;nothing
1064182750286814;René Schielke bestimmt bin ich begriffsstutzig. Dann erklär es mir doch bitte. Ich möchte es gerne verstehen. Vor allem im Zusammenhang mit meinem vorher gesagten.;nothing
1035122473192842;Support from Poland! <3;nothing
991309460907477;Wenn du was in der Birne hast also nie;nothing
982810825090674;Wer weiß wieviel Terroristen schon da sind. Wenn man sich das vorstellt bei uns wie Ungarn.  Ich sehe mich schon wieder  hinter einem  Hocker stehen und mit mit einem Lappen die  Kalaschnikow putzen. Haha;nothing
1035100623195027;Wie immer grandios und ich habe wieder eine Gänsehaut bekommen im Livestream, macht weiter so und lasst Euch von denen nicht unterkriegen! Wir unterstützen Euch wo es geht!;nothing
945854145453009;Der Spruch stammt von Herrn Gauck. Möglicherweise ist bei ihm Platz;nothing
982674521770971;mehr dummes Zeug und Schwachsinn fällt dir nicht ein ?   Aber der Name sagt ja schon einiges !!   Du Schwachmat !!;nothing
877567372281687;Na klar, ausgerechnet in Vietnam ist nicht bekannt, dass Deutschland ein Einwanderungsland ist. Abgesehen davon gibt es für Vietnamesen doch gar keinen Grund, Asyl zu beantragen. Und wenn die Bundesagentur für Arbeit mal ein bisschen Geld in Programme der Jugendberufshilfe investieren würde, anstatt diese Mittel Jahr für Jahr mehr zu kürzen, könnten unsere eigenen Jugendlichen besser ausgebildet werden und so dem Fachkräftemangel entgegen gewirkt werden.;criticism
945984192106671;Wenn ihr dann mal irgendwann rausfindet, dass ich Gott, der Wahrhaftige bin, dann seid ihr alle um ein Vielfaches ruhiger als ihr jetzt seid :D Freu mich aufs jüngste Gericht, Enrico <3 Ein Foto habe ich nicht, da ich eigentlich für gewöhnlich gestaltlos herumwandle.;nothing
1389352165119086592;Ich werde das Gefühl nicht los, dass die linksgrünen Faschisten der #Merkel Regierung, Terroristen der #Antifa über Stiftungen finanzieren.   Ich kann es leider nicht belegen.  Die #Gruenen totalitären Faschisten dürfen auf keinen Fall an die Macht!  #hartaberfair Merkel  #Impfen;agitation
1105402686164820;soll er in syrien bauen  ! zieh leine;nothing
1111613198877102;Danke Wessi ??;nothing
1111;Mit Deutschem Gruß! Wir sind die Erben der NSDAP und wir werden niemals aufhören, für unser Volk zu kämpfen!;agitation
982638161774607;"LIVE aus Ungarn!

http://www.mediaklikk.hu/media-lejatszo/?ch=1";nothing
855000834538341;Warum Reisen Sie aus Deutschland aus? :D Auf nimmer wiedersehen bye! :p;nothing
985356501502773;Herrlich, ich bin begeistert ???? Noch lieber wäre es mir, wenn ich wieder selbst dabei sein könnte.....;nothing
1078364705535285;braunes Pack...;nothing
1013077345397355;Den Wessis geht es noch zu gut und dann ist man träge.... das sage ich als Wessi;nothing
961192600585830;"""  die vor Armut oder Hunger fliehen ""  . . . . ja klar, so arm dass sie sich für`n paar Tausend US $  `n Ticket ins Schlaraffenland kaufen können , aber hierzulande weiß so mancher Rentner am 20. schon nicht was er den Rest des Monats essen soll obwohl er sein Leben lang hart gearbeitet und in das Sozialsystem eingezahlt hat !";criticism
1007233742648382;Besser hätte man es nicht ausdrücken können;nothing
945979112107179;Diese Leute im Zirkus in Berlin interessiert das überhaupt nicht;nothing
1056474141057675;haben die alle keine Kinder ? achso deshalb sind die so wie sie sind :-(;nothing
1018198771551879;"Ich hätte niemals gedacht, dass ich den Abriss der inneren Deutschen Grenze  so bereuen werde.
Die alten NVA Grenzoffiziere die müssen doch schon blaue Oberschenkel haben, weil sie sich vor Lachen so auf diese hauen.
Diese „Baukultur“ soll und darf nicht vom Westen in den Osten exportiert werden., wehret den Anfängen, sonst haben wir die Sch…e hier auch noch.";nothing
1012242285480861;Wieso klein beigeben ,es heißt seit 581 Jahren Weihnachtsmarkt .sie wollen bei uns leben also müßen sie auch mit unserer Kultur leben und sich uns anpassen Punkt .;nothing
855484754489949;Yeah Überraschungen - verkündet ihr endlich die Abtrennung von Deutschland?;nothing
1069102733128149;das Grundgesetz ist die Verfassung;nothing
991253337579756;Derr platz ist brechend voll http://www.frauenkirche.de/index.php/webcam;nothing
1255;Ich finde ja, dass ,am es Mai der Pharmanutte richtig ansieht, dass sie nur Böses im Schilde führt... bei diesem kalkulierten Blick wird selbst mir schon übel! Hey Pharmanutte Mai_ zeig mich mal wegen Beleidigung an, damit ich es schwarz auf weiß hab, dass du hier mitliest du kleine Pharma-Nutte!;nothing
882850098420081;In China ist ein Sack Reis umgefallen! !!!!;nothing
1012422178796205;????????????;nothing
1063234850381604;Ja,das wäre zu schön um war zu sein!;nothing
1063713930333696;Ich habe es geahnt, das die dümmsten Deutschen im Westen Deutschlands und Berlin wohnen- sieht man am Wahlverhalten- dort wo die blöden wohnen wird Rot und Grün gewählt...;nothing
951545124883911;Hallo Stephanie.Leider die Wahrheit.Es gibt oder gab solche Ueberlegungen.;nothing
862016563836768;Achtung-heute abend interwiu frau pegida Czech tv-19stunde  Ct1 und Ct24;nothing
991237897581300;???;nothing
1056928281012261;ich muß schon sagen, ein guter schnitt bei 1,5 mio einwanderern.........und das innerhalb von einem halben jahr.....alle achtung unsere behörden sind echt schnell......;criticism
1756;RT @name: Weihnachtsmärkte, die so aussehen signalisieren, dass der Feind im Lande ist! #MerkelMussWeg #StopIslam http://;subversive
855002724538152;https://www.youtube.com/watch?v=Zu_SlLWAD-M&feature=player_detailpage&x-yt-cl=84359240&x-yt-ts=1421782837;nothing
890890224282735;Eine mutige Frau, bitte mach es weiter!;nothing
1134072449964510;Dann hol sie alle in dein haus frau merkel;criticism
985356818169408;"Livestream Pegida heute 21.9.2015 | MMnews
http://www.mmnews.de/index.php/net-news/53987-livestream-pegida-heute-2192015";nothing
888306681207756;Super Frau;nothing
1035161756522247;Danke Dresden, danke Pegida, wir sind nächste Woche auch wieder dabei .;nothing
882863961752028;Haha! Das Ziefer entsorgt sich selbst. Schade dass man das Pack dazu nach Doitschland holt. ??;nothing
1013043705400719;Dieser Nazi, wie kann man nur die armen Traumatisierte Menschen ausschließen. #Sarkasmus Off#;nothing
1388345688216514560;Bloody32 - Ein Volk (prod. Meinkezz Majestik) https://t.co/vSuhQ3iw6z via @YouTube #EinVolk #MeinVolk - Kann jeder #Antifa verblendete Depp paid by Merkel auch nochmal #KURZ drüber nachdenken! Ich liebe alle Deutschen! AUch die medial dumm verblödeten!;agitation
1012253045479785;So ist das und so soll das bleiben ...;nothing
1065952803443142;https://www.facebook.com/239726179693621/videos/239934503006122/;nothing
1144;Heil Hitler! Sieg Heil für Deutschland! Wir werden wieder mächtig sein!;agitation
983153388389751;"""Kriegsflüchtlinge"" welche in Europa mit Steinen auf Polizisten werfen, gehören sofort vor ein Schnellgericht gestellt und in ihre friedliche Heimat abgeschoben!!! Dort liegen genug Steine herum, welche sich dieses Pack gegenseitig an den Kopf werfen kann!";nothing
1389295707723603968;@RWE_AG nimmt uns Bürger so scheiße krass aus, dass könnt ihr Euch nicht vorstellen. Die korrupten Kommunalpolitiker von @spdde u. @cdu  kaufen deren Aktien mit Steuergeldern machen damit Städte abhängig u. bekommen dann Posten im Konzern. #btw21;agitation
1035102023194887;Ihr im Osten seit Super,Liebe Grüße aus dem Westen !;nothing
935268239844933;Aber der Vogel darf bestimmt weiterhin unbehelligt seine Untaten betreiben.;nothing
1118;Wir müssen unsere Jugend für die Werte der Nation erziehen und unsere Traditionen wiederbeleben. Führt die Hitlerjugend wieder ein!  #DeutschlandErwache;agitation
1134244493280639;Die dumme Nuss die dumme;nothing
982675891770834;Stefan Schreiner;nothing
1095910573780698;Daniel Hauck;nothing
1111337555571333;KAUFEN BEI KLEINEN BAECKEREIEN NICHT EIN, DA DORT DAS KLAUEN NICHT SO EINFACH IST!!!!!!!!!!!!!!!!1;nothing
960874550617635;Schaut euch doch mal an wer den Begriff in der heutigen Zeit wieder so generiert hat, nehem wir mal an Pro Asyl, Flüchtlingsräte, zukunftslose Sozialarbeiter die hervorragend an diesem Trend verdienen. Schaut euch an wer hinter Pro Asyl und den div. Flüchtlingsräten steckt dann wisst ihr woher der Wind weht;criticism
982736521764771;Und das sind traumatisierte Schutzsuchende die vor dem Krieg flüchten? Diese Kulturerweiterer bringen uns Krieg und Elend!;nothing
861995590505532;Karla du Fake, heul leise!;nothing
1035161076522315;Uwe Heidenreich, das mit der Couch muss ich ?? zustimmen. Gibt immer noch genügend, die sich zwar aufregen, aber ihren Allerwertesten nicht hoch kriegen.;nothing
1012417532130003;"[@IND] Zum 25. Jahrestag der DDR (1974) wurde ein Emblem in Form eines Vexierbildes geschaffen, das bei näherem Hinsehen einen ""heraushängenden Pferdekopf"" erkennen ließ. Wunderbare Designleistung! Zum Leidwesen der Partei- und Staatsführung war es schon DDR-weit verbreitet und konnte nicht mehr zurückgenommen werden.";nothing
876309055740852;Naja ob Lehre oder nicht die Arbeitgeber geben doch eher nem billigem Ausländer Arbeit als das se ne deutsche Fachkraft nehmen Ausländer sind doch billiger...;nothing
1012430108795412;Wo satiere drauf steht ist satiere drin..koppauftischhau;nothing
1063805490324540;Und nun ratet mal, was bei Siemens in Erlangen die wichtigste Verkehrssprache ist? - Richtig: Sächisch!;nothing
1012253365479753;Lars Deutschmann Striezel ist sicher kein arabisches Wort. In der aufgehetzten Atmosphäre kommen solche Scherze schlecht an. Es gibt immer irgendwelche Idioten, die sowas falsch verstehen und das nimmt dem Bemühen Menschen aufzuklären leider etwas an Reputation.;nothing
1007136312658125;the problem with your religion who tell u to hate and kill christians cause we r kofar.its not logical that god says to kill and hate.u r waiting to the right time to make europe an islamic state;nothing
